temp_c,humidity,target_spoilage
16.408838483622823,75.48362099242183,1
3.666085421375552,72.54061643805832,0
16.87793288027243,60.82784979253995,1
7.588011087409306,81.8756793094569,1
7.092390602938153,82.11868800121177,1
18.99913495149583,68.6008983897568,1
3.1570227844299676,47.979258549791865,0
12.449241571893062,26.192836139742024,1
9.368544388222393,71.49048075774502,1
5.269160162411325,87.54600477010091,1
19.60461079956351,73.04599408929437,1
19.568359284162373,61.39183592827753,1
-0.23422419151670315,79.78925831574271,1
13.45989239600766,40.776681400423236,1
-0.012960668915146911,70.20598820555777,1
3.234224699719414,78.89712027882541,1
10.891118596090415,43.52855743397532,1
16.60929040101097,22.4549806266882,1
13.073720023734573,72.28565298470268,1
2.55409366670089,57.88412506701986,0
9.360346976846847,43.960841873710194,1
8.23577403560456,58.08285095109634,1
-1.3712385959773377,26.632472520052435,1
-3.4807938158174885,57.94754387878972,1
5.893185435532827,65.18049498826346,0
16.91096203315158,26.22887032358365,1
-3.629301822435653,70.92423330254748,1
1.850503729225787,52.531964457488314,1
13.394928197271959,89.63086235643424,1
3.1426328109468074,43.14427682974322,0
-4.635342612404071,58.3191442715342,1
16.14195812285848,66.98354410577643,1
17.80514881728696,74.22711746160306,1
19.446865961405496,62.05412746672114,1
5.424425178163119,46.759109613340314,0
12.769013155038099,58.66376370804929,1
13.564068875480725,36.040256185052954,1
-0.13697856725811253,26.44871129832613,1
7.61943493357475,28.54187754931211,0
13.171762170332258,63.75092126509786,1
15.395899743177402,84.80076282785592,1
8.384948064982854,88.6450816762192,1
10.845804470945787,24.24100402365089,1
5.8629448108145255,86.73845724415025,1
8.55216927658204,76.20767120166605,1
2.1803369620889566,71.08573572459326,0
2.827646868682228,80.2278657541656,1
9.911568169629092,50.435231220673145,1
7.692554437376993,58.52305442072365,0
-2.082642163560437,22.100820332857587,1
5.63415902669291,72.07653494864196,0
18.002539048630627,26.78935281065271,1
8.12585161622352,83.35586472642748,1
7.66634634069074,34.157175712075386,0
-4.964327825503774,52.66975391849071,1
-4.790002544796824,74.12284476037965,1
19.12646282206766,56.20875311724318,1
8.051076972630907,54.70099059773908,1
14.20168659570679,81.14063174856057,1
4.357936820330629,67.73224079988967,0
13.825665714202877,27.66823880120115,1
10.939886944496523,48.24364506219526,1
8.593773823953978,40.05708497175293,1
-1.1375636679548813,55.19801805867509,1
-0.18899424032553114,43.215614649229366,1
-0.8288515777903251,41.73094186968255,1
5.844418273632982,52.4031476972754,0
16.219556073968498,62.407876503707286,1
8.481216102457209,44.5519767874236,1
6.817745652340832,45.69496774987742,0
4.929154978244123,65.7438557300093,0
0.8863429949904509,77.1655413281023,1
18.27344267505533,64.23783621590414,1
10.476225319876171,33.004780711986356,1
2.3210263706179255,40.94494925177196,0
19.356264215708155,59.5599745439692,1
11.573358061301295,31.91512995497366,1
14.922773346695795,85.55892619180878,1
14.927835923839048,68.49462350562487,1
10.527233443418734,38.58281523700114,1
1.2245087902565528,27.13459195547117,1
18.678303641863586,28.941408642073764,1
2.2584728364240094,39.60868981997521,0
-0.5209867858657189,44.0793232308439,1
14.188407612129936,54.258953133254934,1
0.6186875567644705,79.19946528002288,1
2.440564452891266,56.046926552870715,0
0.30727227275994373,81.47106573629918,1
-2.9758629237591605,54.44891495685253,1
3.4342847741611138,53.1266663489162,0
-1.2836814759886304,61.23758741330737,1
15.476145084253325,47.51000547959791,1
1.5487842210736442,42.24888737559647,1
5.188061879442351,85.97036992820541,1
11.81607569622038,67.09078095394973,1
19.204725288451836,77.47201955352486,1
17.44062082299587,58.13427315429399,1
5.981218716646296,30.483195055909018,0
17.345536415815953,28.924718452364964,1
15.968947080981561,59.198975176771356,1
18.958393134607007,70.33690360785889,1
12.112049726816668,80.26134917591153,1
10.248567119744367,55.56416004435843,1
13.702270182782499,49.45534172577362,1
-3.3098353500298394,46.868124817332706,1
9.353151842566556,89.67897779743517,1
6.702736377127904,62.196382716503244,0
-0.5680958308786268,81.66290545454746,1
10.433573449181065,22.273859848880836,1
0.5851845331946262,66.47311796438302,1
7.700233468369984,36.94892121346841,0
9.037044322344268,59.93077465095575,1
18.330416820227136,56.08982809196863,1
11.46766494224736,63.48306425772333,1
-2.8517046552215772,68.75741793716861,1
2.593756630664214,28.568885208161973,0
1.1634263927602486,34.00976287927429,1
7.82857022859778,47.00510144379714,0
14.040071377822226,83.51843266472449,1
15.154932337911823,85.54580829071082,1
10.98181353302232,67.65959967447438,1
14.963004599122218,62.71517649887382,1
2.033219489703235,38.918792168930835,0
14.581657712058743,66.13634256372231,1
-4.983438914182241,21.860436089417902,1
-0.581865892704335,75.05391432655665,1
19.32320707459325,50.59638735322138,1
12.276882662619489,52.494487770736804,1
4.11558883536698,40.20634125533575,0
17.833524048518576,82.99180806298017,1
8.059298771190031,21.601707335212986,1
2.4917889603064145,88.81840758285607,1
1.7036096591391372,50.15571768533503,1
15.263538541951906,89.7003951739675,1
15.108794908127386,27.590404172745576,1
15.230547706654058,22.24011746514879,1
-2.4894545636406376,56.40782281652309,1
-3.9112791021259206,41.98478954714929,1
-0.2793284834998584,24.027231214611923,1
5.350652719114503,63.59239792628104,0
0.16668276909147117,27.240020187688312,1
14.917357370054269,52.0344729685482,1
-4.901925199817776,71.82633855062707,1
-3.125335694565802,22.18904634783744,1
4.193451858328272,43.37464846528954,0
8.904202857887867,68.59457574186959,1
3.828642757692794,67.91192247154945,0
11.713085165425888,59.563949119662944,1
16.50945787158178,28.196556373679165,1
-2.274630242437099,26.40986259328077,1
11.567078548859236,30.354419594617045,1
-3.581060271552992,25.820123011597556,1
3.188232369130791,32.33059451589861,0
-3.786229582735979,22.947879576749905,1
19.641644716069692,36.032229694427365,1
14.13632874238376,80.16371418539678,1
4.009841041609631,28.436516915283384,0
10.993270817752075,41.241931465749474,1
-0.8904641550325234,58.57966826981053,1
1.2514964073564325,24.061533700353156,1
9.930344614980035,82.82201258879778,1
6.963544674056129,71.11657938426154,0
10.427425516165776,48.10690273582988,1
-1.688872210089802,39.44085042725791,1
-3.737865460709076,73.88399036202239,1
3.8334114631597647,42.45058770909337,0
10.469478506600485,44.11384141788569,1
16.940786331532763,83.2409461191287,1
14.990533346006199,45.15103106491061,1
11.980565699909945,73.50080518310313,1
9.263329564126348,26.090526071027988,1
5.81911991225342,59.40659286970566,0
0.8343418681450876,27.57989573725215,1
15.557880593816645,65.3659032163786,1
-3.7441131529116056,33.36002860210813,1
0.6456221755185414,46.21079234794988,1
0.7570156529017371,66.87899764776671,1
18.75207748125421,41.85104574610078,1
