accel_x,accel_y,accel_z,target_road
1.3076562198692883,5.352655984887231,9.1816303217894,2
-4.0154052634351105,0.5003695624718842,4.4804122777914035,1
1.1335560192433083,-1.7919779860825105,12.09760717730144,1
0.2500637348595549,-2.4735591178948457,9.894654806544674,1
0.005008195316998001,-0.09130485742278868,10.695351590180314,0
-0.22296911103468314,-3.143881519389292,11.010742188852518,1
-0.2014392682892445,0.053096155907847435,10.482034798735892,0
2.918349259937575,-7.202122686434081,15.217684993739198,2
0.3864507593751392,0.3560650112141455,9.998729871706763,1
0.09295944514488828,0.34932772781382426,10.323224301788626,0
-0.2177324966621299,0.024801418438466782,9.780130353502003,0
1.7895933655218537,1.287054042967094,6.468859704074497,1
0.06092969744238091,-0.07743667173183601,9.69199712726728,0
-1.1489795870186887,-0.021826817178797434,11.915449450311481,2
-0.6513142048838836,2.418464305978973,9.783469428665052,1
0.29197528342588824,0.09303045281349653,10.469686672541025,0
-2.7104902019116177,0.3970711591523786,14.638957623289194,1
0.5430123053263931,-2.2025780704302793,10.205699227441484,1
-1.2572885141790957,-2.7705449190627904,15.105420442228555,2
-1.185225381196133,2.52989853416209,7.929227199990564,1
0.02104796279141078,-1.2023525387095924,8.473343685133777,1
-0.17363365849484214,0.1435751308774472,9.889981216218132,0
0.02059745243084231,-0.02363807134967382,10.185770509395086,0
-2.562596708744364,0.1944291354623125,9.335529392228572,1
2.9110911073153853,0.9305410155222824,6.8296441272851425,2
0.24295969396170447,-0.1070696218093177,9.496165111741544,0
-0.08595494898452694,0.044101891912565194,9.672048162286574,0
-0.02080301707065048,0.03234715689354466,9.815266134291637,0
2.8372831000149867,0.24448936389659462,7.21742386199602,2
-0.25356874688690634,1.616997872409502,12.512904772579306,1
-0.14077884881100372,-1.601664876623544,12.319425973913809,2
0.16562880029932117,-0.07710139824541075,9.606915552096194,0
-1.3263442267936667,0.24499626650788678,8.945872372468854,1
0.11024914915190549,0.14514055926396185,9.98080710088175,0
-0.4549588178566877,0.10525512340843618,11.39842582576627,1
1.722550298710254,4.887552167525148,12.807240367349618,2
-0.16430422366335348,-0.005938978682611253,10.010254049771813,0
0.9828572982439183,-0.5805577715653001,6.1803015285534215,1
2.6397794464321063,-4.965201418364563,13.797735731949004,2
-8.262159829782336,-3.641663216182172,-0.6183542652971532,2
1.7136970296416465,1.7843153860575502,16.033402467169687,1
-4.4711782464791225,2.1904421895397643,8.963055555428578,2
0.026056125354420437,0.4396393872705724,9.16745382925909,0
-2.8396918706260585,6.131841156736887,19.040909247966027,2
2.167804145430022,0.1589829970644195,9.75734050043689,1
-0.1797032297896438,0.44342799620597256,10.298442696818485,0
